ID,TIF DISTRICT,PROJECT NAME,ADDRESS,DEVELOPER,PROJECT ID,PROJECT DESCRIPTION,CDC DATE,APPROVED AMOUNT,TOTAL PROJECT COST,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards,:@computed_region_awaf_s7ux
1497,Goose Island,"1140 North Branch Development, LLC",1140 N North Branch St,"Raffin Properties, Inc.",612,"The Water Saver Faucet Phase I project is located in the River West TIF District. The industrial economic redevelopment project consists of the retention and expansion of an existing manufacturing plant containing 79,200 square feet of industrial space. The project will expand the manufacturing facility by an additional 45,000 square feet.",12/11/07,750000,14833750,1168986.424,1907764.489,41.90242568,-87.65472488,"(41.90242567680563, -87.65472487649465)",49,37,22620,108,46,16
1774,Lincoln Avenue,IGA - CPD - Park 0241 - Mather Park,5941 N Richmond St,Chicago Park District,2128,An intergovernmental agreement between the City of Chicago and the Chicago Park District,11/16/11,250000,450000,1155652.815,1939258.801,41.9891272,-87.70285048,"(41.989127202300466, -87.70285048044002)",50,20,4450,65,24,46
1293,Midwest,Heritage Homes,704 S Kedzie Av,"New West Kedzie, LLC",87,"Located in East Garfield Park community, the project consists of purchasing City property for 102 new residential units on six scattered sites with a total living area of 137,000 square feet.  The project will include both market rate and affordable units, all of which will comply with the Chicago Standard Energy Star rating.  The units will include single family homes, townhouses, and condominiums.",8/10/04,2800000,18827055,1155099.958,1896787.563,41.87259403,-87.70602693,"(41.87259403198126, -87.70602692495113)",30,28,21572,36,14,36
500274,67th/Cicero,Park 484 (madigan Fields) (4247),4700 W 67th St,Chicago Park District,,"Park 484 is located at 4701 W 67th Street, within the West Lawn community area. 

Previously, the City provided $2.8M TIF to the Chicago Park District for the reconstruction of athletic fields to current standards (and accommodate the placement of Pasteur School).

Project Scope: The previous scope did not include lighting.  This current request provides lighting to the main baseball field.  

Total request / cost = $110,000.

The fields are programmed by the Midway Little League for after school and weekend play.   Providing lighting will allow the little league to expand their programming to accommodate the strong demand for use of the baseball fields.",12/9/13,110000,110000,1146190.386,1859802.201,41.77127482,-87.73967651,"(41.771274821137084, -87.73967650803097)",58,62,21867,338,15,23
1412,Goose Island,Gooseland Venture,1060 W Division St,Gooseland Venture L.L.C.,279,"Located in the Near North Side community area, the project includes construction of four industrial and warehouse buildings which total 265,000 square feet.",6/30/98,1212753,14928460,1168968.54,1908210.753,41.90365064,-87.6547776,"(41.903650643523946, -87.65477759856)",49,37,22620,108,46,16
1584,87th/Cottage Grove,IGA - PBC - Whitney Young Library,7901 S Dr Martin Luther King Jr Dr,Public Building Commission,812,Agreement between the City of Chicago and the PBC,4/22/09,1000000,13481299,1180314.088,1852683.292,41.75102533,-87.61480915,"(41.75102533039762, -87.61480915005625)",61,40,21546,11,32,31
10920,Portage Park,4901 W. Irving Park Rd.,4901 W Irving Park Rd,"Irving Park Property Holdings, LLC",,"Located in the Portage Park community, 4901 W. Irving Park is a 71,330 square foot mixed-use development.  The renovated buildings include 4901 W, Irving, a 61,212 square foot, 2-story building, formerly the Bank of America complex, which will house a Binny's, a health club and a theater, and  4925 W. Irving, a 1-story 5,123 square foot building which will house a restaurant.  The 5,000 square foot building at 4939 W. Irving Park will be demolished and replaced with 3,900 square foot commercial building.  A parking lot with 173 spaces will be located behind the bank building.",12/8/15,2000000,14106174,1142947.455,1926103.084,41.95327402,-87.74991258,"(41.953274021567665, -87.74991257595252)",21,15,22618,360,50,20
500276,63rd/Ashland,Lindblom Park (4565),6054 S Damen Av,Chicago Park District,,An intergovernmental agreement between the City of Chicago and the Chicago Park District,10/16/13,2000000,2000000,1164030.762,1864272.128,41.78318436,-87.67415389,"(41.78318436039833, -87.6741538913553)",23,65,22257,274,2,44
12421,Central West,IGA - CBE - Skinner West Elementary - Annex Construction,1260 W Adams St,Chicago Public Schools,,Construction of a four-story annex that will relieve overcrowding at an existing school.,9/1/17,10000000,30000000,1167788.281,1899265.832,41.87913069,-87.65937102,"(41.8791306875576, -87.65937101903285)",44,29,14917,91,46,41
1738,Near North,IGA - CPD - Park 0109 - Stanton,618 W Scott St,Chicago Park District,2052,Intergovernmental Agreement Between the City of Chicago and the Chicago Park District,1/18/12,3500000,4000000,1171885.388,1908780.636,41.90515062,-87.64404661,"(41.90515062126012, -87.64404660524525)",54,37,14926,108,46,41
12411,35th/Halsted,IGA - CBE - ADA - Armour III,950 W 33rd Pl,Chicago Public Schools,,Intergovernmental Agreement Between City of Chicago Public Schools,9/1/17,1532095,4205845,1170302.817,1882796.194,41.8338821,-87.65061898,"(41.83388209925066, -87.65061897501748)",43,58,14920,171,48,26
500094,Near North,Parkside Of Old Town Phase IIB,459 W Division St,"Parkside Associates, LLC",,"Under the CHA Transformation plan, this proposed development will be the new construction of two buildings, on two sites, containing a total of 106-rental units, and approximately 66 off-street parking spaces.  The first building will be nine stories tall, with 94 residential units, approximately 59 on-site interior parking spaces, and five townhouse-style units and two walk-up flats attached to the rear facade of the building.  This structure will sit on Division and Cleveland Streets.  The second building will be a three-story walk-up residential building with 12 units and seven on-site exterior parking spaces.  All of the units will have outdoor space; the units at grade will have small private yards, and the upper units will have private balconies.  Of the 106-units, 36 will be CHA replacement housing, 27 will be affordable to households earning 60% or less of the AMI and 43 will be market rate. 
 
Total development costs are currently at $40,951,529, and consist of tax-exempt bonds issued by the City of Chicago, TIF funds, City Multi-Family funds, Hope VI Grant funds from CHA, Donation Tax Credits from IHDA, and syndicator tax credit equity.  The breakdown of funds is as follows: 
 
First Mortgage:              $  3,774,267 (A-bond to be repaid from Net Operating Income)                   
HOPE VI/Capital Funds:  12,442,319 (CHA) 
TIF Funds:                      10,000,000 (Near North TIF) 
Multi-Family Funds:          1,900,000 (City) 
Donation T.C. Equity:       3,590,000 (IHDA) 
Syndicator Equity:            8,734,843 
Deferred Dev. Fee:             500,000 
G.P. Contribution:                 10,100 
 
The B-bond, or bridge bond of $19,447,281, will be used during the construction period, and will be repaid with the CHA HOPE VI funds and tax credit equity.  There is an 18-month construction period contemplated for the buildings.",4/8/14,10000000,41351529,1172865.271,1908241.237,41.90364882,-87.64046322,"(41.903648817128776, -87.64046321927717)",54,37,14926,148,46,41
1306,Galewood/Armitage Industrial,Laborer's Union,1841 N Monitor Av,Construction Laborers' District Council Training and Apprentice Fund,109,"Located in the Austin community, the project constructs a 55,000 square foot training facility with the possibility of expanding to a total of 100,000 square feet in the future.  The facility includes offices, classrooms, three training bays, 186 parking spaces, and various outdoor construction training areas.",3/14/06,5226225,21152000,1137173.689,1911795.217,41.91411759,-87.77148241,"(41.91411758800133, -87.7714824065702)",2,26,22615,597,7,52
10603,Homan/Arthington,Homan Square Phase VI,3601 W Arthington St,Shaw Development Company,,"Homan Square Rentals Phase VI is a continuation of the overall Homan Square development at the site of the former Sears Roebuck Headquarters.  The area was transformed in the 1990's into a new neighborhood of affordable rental and market rate homes.  A cornerstone of the development is the Homan Square Community Center, which houses a Chicago Park District pool and gym, as well as numerous social service agencies to serve area residents.   

The project architecture will be similar to previous phased, with brick on the 1st floor and siding on the upper floors.  Energy efficient features include high efficiency furnaces, air conditioning, and water heaters for each unit; Energy Star rated ceiling fans and lighting; low VOC paints, carpets, and pads, and low-flow kitchen and bath faucets and shower heads.

The project is located in PD 535, which (per the developer's attorney) already already allows the additional 52 units proposed for Phase VI. The approvals needed from zoning are site plan approval and then a Part II.  The developer will submit for site plan approval soon. The Part II will be accomplished when the building permit application is submitted.",9/9/14,3062798,13771430,1152504.859,1895762.081,41.86983164,-87.71558186,"(41.86983164382015, -87.71558185755592)",30,30,21572,98,14,36
1267,35th/Halsted,Miracle - Pepsi,1400 W 35th St,Miracle LLC,55,"Located in McKinley Park community area, the project includes the rehabilitation of a 325,000 square foot warehouse and distribution facility.",5/13/97,1650000,18700000,1167540.403,1881603.607,41.83066932,-87.66078914,"(41.830669321974916, -87.66078914042615)",43,56,14924,192,1,26
1372,Lawrence/Broadway,Uptown Broadway Building,4703 N Broadway,"Theus Property Holdings, LLC",213,"Located in the Uptown community, the project rehabilitated a 3-story building with 17,000 square feet of commercial and office space.  The building received new HVAC, electrical systems and the exterior of the building was rehabbed.",9/13/05,1452860,4909223,1167754.141,1931419.769,41.96736359,-87.65856734,"(41.9673635873824, -87.65856734441053)",15,31,22616,241,39,40
1373,49th/St. Lawrence,Willard Square,4915 S Saint Lawrence Av,Willard Square Apartments LLC,214,"Located in the Grand Boulevard community area, the project includes the construction of fifteen 3-story six unit buildings, two 3-story, 3-unit  buildings and one 3-story, 4-unit building, with approximately 100 dwelling units and related facilities.",11/14/95,3457564,11388438,1181129.06,1872482.506,41.80533757,-87.61121345,"(41.8053375694944, -87.61121345400585)",10,4,21192,165,10,1
1712,53rd Street,IGA - CBE - Kenwood Academy - HS,5015 S Blackstone Av,Chicago Public Schools,1145,An intergovernmental Aggreement between the City of Chicago and the Board of Education,7/6/11,60000,94110,1186813.047,1871954.152,41.80375479,-87.59038395,"(41.80375479070232, -87.59038394544353)",10,5,21192,400,10,1
1719,Cicero/Archer,IGA - CBE - ADA - Hearst,4640 S Lamon Av,161 N. Clark St. Ltd. Partners,1154,"$2,221,970 in TIF financing to reimburse the Chicago Board of Education of ADA improvements made at Hearst School. Improvements include ramps, doors, fire alarms, lighting, signage and drinking fountains.",4/13/11,2219500,3900733,1144438.111,1873241.766,41.80818821,-87.74576315,"(41.808188211240235, -87.7457631523081)",7,53,22268,604,28,35
1730,Central West,IGA - CPD - Park 0211 - Skinner - Dog Park,1331 W Monroe St,Chicago Park District,2043,"Project includes the environmental remediation of the Property and, on the Property, the design
and construction of an approximately 17,000 square foot Dog Friendly Area, which will provide
such amenities as lighting, water, safety gates, landscaping, custom surfacing and seating.",1/18/12,465000,715000,1167401.999,1899637.69,41.88015941,-87.66077867,"(41.880159411931984, -87.66077867192986)",44,29,14917,91,46,41
